id,gender,age,recency,frequency,amount,tau,treatment_rate,treatment,y0,y1,outcome
18133,f,34,7,3,10347,1972,0.1484946636362899,0,10347,12319,10262
18134,m,37,0,6,11570,1692,0.08407599998624064,0,11570,13262,11733
18135,f,18,11,7,12445,239,0.6823844503724437,1,12445,12684,12685
18136,m,31,9,7,12531,1258,0.2682601908497503,0,12531,13789,13202
18137,f,32,8,5,10921,1799,0.24972398193505027,0,10921,12720,12840
18138,m,32,9,2,8561,1694,0.1803328615060229,1,8561,10255,10920
18139,m,30,13,6,10329,1701,0.3204476854704297,0,10329,12030,10176
18140,m,46,0,5,10717,918,0.028747282414050918,0,10717,11635,10502
18141,m,30,15,7,13784,764,0.2085729728278181,1,13784,14548,14876
18142,m,19,9,5,11345,370,0.7420045155543342,1,11345,11715,11609
18143,f,19,12,2,7188,267,0.2381496219774945,1,7188,7455,7778
18144,m,24,4,2,8981,897,0.5320905490062794,0,8981,9878,8964
18145,m,19,11,4,9416,404,0.6191609729611555,1,9416,9820,9220
18146,m,47,21,6,13135,471,0.024083804641833986,0,13135,13606,12500
18147,f,45,17,4,10851,1033,0.001623177051603415,0,10851,11884,11127
18148,m,24,3,2,8195,795,0.3916839812288625,1,8195,8990,9205
18149,m,34,9,3,9915,1987,0.132184159125473,0,9915,11902,9827
18150,m,27,13,3,12061,1056,0.4945398562120734,1,12061,13117,12911
18151,m,28,17,3,9119,1419,0.3356999444872344,1,9119,10538,10459
18152,m,23,8,1,7183,533,0.2787624172728545,0,7183,7716,7829
18153,m,36,17,6,13247,1094,0.07492161990129875,0,13247,14341,12947
18154,m,28,5,8,12774,955,0.4260420306503968,1,12774,13729,13003
18155,m,26,9,2,7161,782,0.20928460316349554,0,7161,7943,7988
18156,m,26,18,5,10932,1152,0.5472699847054273,0,10932,12084,11113
18157,m,41,8,4,11682,1361,0.03871038942318601,0,11682,13043,12446
18158,f,21,4,3,9104,572,0.6066343040785359,1,9104,9676,9960
18159,f,24,12,7,12591,647,0.6258538710060918,1,12591,13238,13577
18160,f,23,10,3,10361,815,0.6908346068966075,1,10361,11176,10727
18161,m,37,0,6,11831,1610,0.06313622504961192,0,11831,13441,11950
18162,f,46,15,4,10855,907,0.0,0,10855,11762,10415
18163,m,23,12,6,10691,798,0.669601078091694,0,10691,11489,11187
18164,f,44,1,5,12086,946,0.0,0,12086,13032,11976
18165,f,42,16,2,9149,1423,0.010274489090395085,0,9149,10572,9273
18166,f,20,11,10,15063,118,0.3560819704505185,1,15063,15181,14565
18167,f,32,18,3,8915,1778,0.15731828090193703,0,8915,10693,8755
18168,m,19,12,4,10033,411,0.6672977474449132,0,10033,10444,9453
18169,m,27,8,5,10371,1335,0.47536391444070414,1,10371,11706,11977
18170,m,18,10,2,7857,262,0.366709910883875,0,7857,8119,6720
18171,m,26,10,4,11981,969,0.5360088770902872,1,11981,12950,13030
18172,f,27,12,6,11980,1076,0.4678336217382628,1,11980,13056,14924
18173,m,20,11,5,9877,498,0.636001980851709,1,9877,10375,9839
18174,m,34,4,10,14391,671,0.10083604254718682,0,14391,15062,15247
18175,f,41,10,9,13048,946,0.024119274304202614,0,13048,13994,13206
18176,f,35,16,7,12049,1573,0.12716804333050835,0,12049,13622,13233
18177,m,18,12,7,12992,202,0.6050375692941989,0,12992,13194,12733
18178,f,42,1,5,10517,1453,0.03454745924913738,0,10517,11970,10915
18179,m,32,17,4,11165,1747,0.2263014278634391,0,11165,12912,11197
18180,f,22,7,1,6939,422,0.2488074670520372,0,6939,7361,6333
18181,f,28,0,6,11836,1218,0.4362329678990443,0,11836,13054,11776
18182,f,43,17,7,13448,688,0.03027053951076079,0,13448,14136,13661
18183,f,30,0,5,10802,1649,0.33099126470439155,0,10802,12451,11505
18184,m,24,5,6,12869,594,0.594544250376535,0,12869,13463,12282
18185,m,29,5,6,11726,1349,0.3840015061323109,1,11726,13075,13066
18186,f,18,3,7,12040,264,0.6611428565734891,1,12040,12304,12153
18187,f,22,0,4,9961,704,0.6756710146937478,0,9961,10665,9500
18188,m,36,10,2,9541,1967,0.0817556050074401,0,9541,11508,9801
18189,m,28,14,3,10292,1469,0.4477474533877238,0,10292,11761,10700
18190,m,26,20,9,11787,1009,0.5801944849376375,1,11787,12796,12781
18191,m,30,13,9,14549,534,0.18784323407736037,0,14549,15083,14510
18192,m,37,9,9,12913,1206,0.05866992974215519,0,12913,14119,12681
18193,m,56,12,3,9294,128,0.0,0,9294,9422,9621
18194,f,18,18,5,10858,321,0.6996698280887487,0,10858,11179,11157
18195,m,29,6,5,11291,1453,0.3523207393201305,0,11291,12744,10875
18196,f,26,8,5,11924,981,0.5323504722349973,1,11924,12905,13402
18197,m,42,23,4,11640,1266,0.017974974610266984,0,11640,12906,12093
18198,f,28,10,6,11618,1271,0.46106959562505523,1,11618,12889,12584
18199,m,25,14,7,12126,833,0.5960469614420203,1,12126,12959,13330
18200,m,27,0,4,10663,1311,0.498651796259151,1,10663,11974,13010
18201,m,44,2,6,11155,1122,0.008324180028785742,0,11155,12277,11338
18202,m,18,20,8,12599,228,0.6382366868163991,1,12599,12827,13399
18203,f,32,13,5,12924,1165,0.1846533337536706,0,12924,14089,13460
18204,m,34,0,3,8641,1801,0.10906367042974703,0,8641,10442,8954
18205,f,46,8,5,11455,838,0.009808283941586077,0,11455,12293,11000
18206,m,18,14,7,11855,275,0.7248279593217617,1,11855,12130,11907
18207,m,24,2,7,14604,287,0.34564076776412567,0,14604,14891,14175
18208,m,35,5,4,10471,1972,0.09166595381826922,0,10471,12443,10189
18209,f,26,7,5,11041,1138,0.598292177042776,0,11041,12179,11251
18210,m,18,10,6,10774,324,0.7105403598046869,0,10774,11098,11012
18211,m,39,8,8,13905,766,0.0315022704409706,0,13905,14671,13775
18212,m,30,14,8,13962,707,0.25045984568046065,0,13962,14669,14254
18213,f,21,20,4,9553,590,0.6691787530464616,1,9553,10143,9298
18214,f,19,11,4,11096,383,0.7477206753373284,0,11096,11479,10882
18215,m,33,9,4,11155,1805,0.19610696247758796,0,11155,12960,11384
18216,m,18,6,4,10895,320,0.7368732974196528,0,10895,11215,11500
18217,f,34,8,7,12900,1234,0.12026725637351478,0,12900,14134,13037
18218,m,60,12,5,11325,38,0.0,0,11325,11363,13293
18219,m,18,9,4,9936,335,0.6602303159466962,1,9936,10271,10138
18220,f,47,12,1,8723,754,0.0,0,8723,9477,8822
18221,m,42,13,4,11097,1377,0.018062844209126485,0,11097,12474,12171
18222,m,24,15,5,11373,849,0.6665747143831929,1,11373,12222,11379
18223,m,27,15,5,11110,1253,0.48860684707315183,1,11110,12363,11945
18224,m,25,20,6,11704,913,0.5998863388398477,1,11704,12617,12481
18225,f,33,2,10,15193,428,0.11266029330727279,1,15193,15621,16421
18226,f,31,8,7,13852,784,0.22396333651933678,0,13852,14636,14311
18227,f,26,11,2,7980,973,0.2998176491592032,0,7980,8953,8838
18228,m,23,6,3,9655,817,0.5703704316605107,1,9655,10472,10138
18229,f,23,4,7,12905,509,0.5930079213347608,1,12905,13414,13811
18230,f,38,16,3,10377,1874,0.027010148951753202,0,10377,12251,9655
18231,m,20,15,2,6692,274,0.24456092910173374,0,6692,6966,7350
18232,m,24,12,5,10533,931,0.6585133479799045,1,10533,11464,11368
18233,f,38,10,5,10590,1852,0.021099032519447038,0,10590,12442,10413
18234,f,26,16,4,10677,1179,0.5886996409478913,1,10677,11856,11374
18235,f,23,16,6,11242,751,0.678012159290668,1,11242,11993,12282
18236,f,26,6,10,14268,434,0.297083379482293,0,14268,14702,13901
18237,m,48,10,8,12709,464,0.0,0,12709,13173,11866
18238,m,20,12,7,12177,380,0.7274219489535764,0,12177,12557,12674
18239,m,42,8,6,11554,1285,0.0,0,11554,12839,11748
18240,m,24,4,2,9170,914,0.47848628601300486,1,9170,10084,10062
18241,m,34,0,3,10428,1964,0.15274473839017705,0,10428,12392,10465
18242,m,25,13,9,14230,393,0.3947896025468135,1,14230,14623,14848
18243,m,39,6,5,11552,1576,0.05051111185233842,0,11552,13128,11365
18244,f,18,10,6,9868,335,0.6314086540856346,0,9868,10203,9589
18245,m,22,11,5,10831,676,0.7397238881310318,1,10831,11507,11713
18246,f,23,13,3,8856,767,0.50698227583067,1,8856,9623,9173
18247,m,33,9,4,11134,1809,0.20304234036915414,0,11134,12943,11186
18248,f,30,10,7,13638,812,0.26731829550231156,0,13638,14450,14289
18249,f,18,4,5,11247,306,0.6978731543921605,0,11247,11553,11536
18250,f,19,5,9,14843,110,0.3600218608671314,1,14843,14953,14413
18251,m,47,13,4,10400,813,0.02141440421476547,0,10400,11213,10510
18252,m,30,7,6,11844,1410,0.35342203000328587,1,11844,13254,13171
18253,m,18,7,4,11062,314,0.7329568615312072,1,11062,11376,11221
18254,f,36,20,1,7621,1462,0.038187080001407574,0,7621,9083,7416
18255,m,30,13,5,11424,1524,0.3189957289372268,0,11424,12948,11007
18256,m,33,11,3,11635,1673,0.18291441647252343,0,11635,13308,11515
18257,m,35,12,6,13048,1181,0.08076376929942444,0,13048,14229,12553
18258,m,20,12,6,11682,423,0.7423937305678923,1,11682,12105,11702
18259,f,34,16,3,9380,1949,0.1496415401699498,0,9380,11329,9184
18260,m,39,17,1,8692,1654,0.029778700996624788,0,8692,10346,8991
18261,f,27,19,0,3881,171,0.02037252730631871,0,3881,4052,4096
18262,m,42,8,8,13914,623,0.00663755124243626,0,13914,14537,14575
18263,f,18,12,5,11564,291,0.7157417247146071,0,11564,11855,11183
18264,f,36,13,1,8263,1690,0.07215491289875728,0,8263,9953,8162
18265,m,19,25,3,9763,410,0.6665306500700603,1,9763,10173,10296
18266,m,18,16,5,11751,281,0.7081308134230236,1,11751,12032,12504
18267,m,18,15,1,7034,208,0.2846293186125233,0,7034,7242,6722
18268,f,18,8,6,12201,254,0.7266711201075539,1,12201,12455,12295
18269,m,44,4,8,13212,676,0.014775634069430402,0,13212,13888,12546
18270,m,22,15,6,13619,336,0.5458094226390243,0,13619,13955,14043
18271,m,34,18,4,9825,1985,0.1411332109401745,1,9825,11810,12214
18272,f,24,13,4,10817,910,0.6669385453462183,1,10817,11727,12171
18273,f,46,3,4,9732,944,0.01933740056615555,0,9732,10676,10277
18274,m,24,13,4,10451,935,0.6249070918684271,0,10451,11386,9854
18275,m,33,14,3,9459,1923,0.17649154497669556,0,9459,11382,9654
18276,f,22,3,6,12112,546,0.6866894901158654,0,12112,12658,12011
18277,f,37,16,3,10353,1935,0.07675521724017453,0,10353,12288,10438
18278,f,28,11,9,13379,775,0.36337676197769997,0,13379,14154,13998
18279,f,35,19,6,12502,1401,0.1420683307794973,0,12502,13903,12340
18280,f,18,0,3,10444,331,0.7120512215356943,1,10444,10775,10592
18281,f,34,6,2,7703,1493,0.08458547320742216,0,7703,9196,7272
18282,m,31,12,9,13585,877,0.19809642106881928,0,13585,14462,13332
18283,f,18,23,2,8853,313,0.5186346067339502,0,8853,9166,8899
18284,f,18,17,3,9260,326,0.610101624383409,1,9260,9586,10107
18285,m,43,3,0,4119,200,0.0,0,4119,4319,3994
18286,m,35,4,8,14774,555,0.06270478505909441,0,14774,15329,13656
18287,m,35,13,4,10240,1991,0.09773346003208475,0,10240,12231,9260
18288,f,45,7,3,9550,1068,0.0,0,9550,10618,9449
18289,m,38,0,5,11241,1729,0.06466383361009762,0,11241,12970,10660
18290,m,43,9,6,12244,1011,0.046426627459479064,0,12244,13255,12345
18291,m,19,13,5,12238,309,0.6953920872306187,1,12238,12547,11981
18292,f,30,8,7,11549,1492,0.3670272986375694,0,11549,13041,11980
18293,m,56,10,5,10290,130,2.8447401328978087e-05,0,10290,10420,10292
18294,m,36,10,0,2742,109,0.0037637479106373607,0,2742,2851,3056
18295,m,18,10,7,13650,158,0.5694788970953218,0,13650,13808,13439
18296,m,32,9,3,9393,1857,0.19566472452703457,1,9393,11250,10972
18297,m,24,3,1,6745,531,0.23082568166454628,0,6745,7276,7449
18298,m,21,13,4,8897,559,0.549399980105825,1,8897,9456,9121
18299,f,42,4,4,10756,1428,0.005833967601967086,0,10756,12184,10874
18300,f,25,8,9,14875,283,0.28424605974704525,0,14875,15158,15151
18301,m,33,9,9,14639,581,0.13112810813450804,1,14639,15220,15042
18302,f,23,3,4,10382,814,0.6622542441555024,0,10382,11196,10145
18303,f,33,11,7,11763,1632,0.18674081200542875,0,11763,13395,11368
18304,m,36,5,5,11502,1745,0.057231233308768795,0,11502,13247,11510
18305,m,33,6,2,8993,1850,0.12867130039754102,0,8993,10843,8267
18306,f,26,8,5,10580,1188,0.5828009768191279,0,10580,11768,11154
18307,m,33,24,8,14400,656,0.13774294388775904,0,14400,15056,14032
18308,m,50,12,6,13190,280,0.02854159953362422,0,13190,13470,12768
18309,m,39,20,5,11348,1630,0.04067999722986096,1,11348,12978,13067
18310,f,27,5,7,13608,646,0.3607699846902679,0,13608,14254,13852
18311,m,19,14,7,12367,299,0.7101294878531264,0,12367,12666,13104
18312,m,18,6,8,14060,132,0.4916037154089438,0,14060,14192,13909
18313,m,18,11,3,11021,315,0.7211599765248777,0,11021,11336,11985
18314,m,18,4,3,8206,282,0.4345995576698104,1,8206,8488,8065
18315,f,18,12,3,9883,335,0.6479361130904634,0,9883,10218,10047
18316,f,34,13,3,11171,1834,0.1390861095901801,0,11171,13005,11374
18317,f,40,13,5,10952,1624,0.0,0,10952,12576,11146
18318,m,25,11,0,3077,76,0.0036407099159110543,0,3077,3153,2891
18319,m,31,7,5,11152,1676,0.2921413518859975,0,11152,12828,11052
18320,m,37,0,5,11690,1655,0.08571552425990017,0,11690,13345,11568
18321,f,36,0,6,12223,1499,0.10063846823737216,0,12223,13722,12083
18322,f,34,5,3,9819,1985,0.15399290080714792,0,9819,11804,9724
18323,f,40,12,6,13327,916,0.049126468752118554,0,13327,14243,12290
18324,f,36,4,6,10838,1906,0.06039134881209383,0,10838,12744,10894
18325,m,21,2,2,7422,415,0.33409230752945807,0,7422,7837,6372
18326,m,33,16,7,13774,873,0.14088452200748725,1,13774,14647,14906
18327,f,49,4,2,9300,581,0.0,0,9300,9881,9488
18328,m,28,7,4,9787,1475,0.3907186811110802,0,9787,11262,9583
18329,m,37,12,6,13061,1147,0.06679996678176858,0,13061,14208,14116
18330,f,49,5,2,9997,596,0.0,0,9997,10593,9515
18331,m,25,7,8,13450,550,0.4472591467524949,0,13450,14000,13984
18332,m,18,10,4,9221,325,0.5689988966057784,0,9221,9546,8986
18333,m,30,11,7,13867,737,0.23395124097387143,1,13867,14604,14758
18334,m,25,17,6,13719,494,0.44266451785371846,0,13719,14213,13575
18335,m,31,1,8,12955,1104,0.2874945052679212,1,12955,14059,14497
18336,f,18,0,5,10990,317,0.714468319668,0,10990,11307,10941
18337,m,18,11,5,11936,271,0.7039033247885577,1,11936,12207,11431
18338,m,28,17,5,11671,1258,0.44810803729644433,1,11671,12929,12209
18339,m,25,8,7,11282,980,0.6129334356106468,1,11282,12262,11782
18340,f,46,9,7,13594,457,0.04483515756992259,0,13594,14051,13205
18341,f,23,7,2,7548,593,0.30007360458499005,0,7548,8141,7358
18342,f,26,14,10,13571,590,0.42125473549487624,0,13571,14161,13442
18343,m,35,7,6,10973,1891,0.10162804926934643,0,10973,12864,10795
18344,f,57,7,8,14450,33,0.0020097305824892152,0,14450,14483,14857
18345,m,28,10,7,12249,1107,0.4389127300270761,1,12249,13356,12509
18346,m,40,3,5,12126,1324,0.043676848690668596,0,12126,13450,11903
18347,m,26,11,2,9117,1164,0.4332432081000566,0,9117,10281,8652
18348,m,18,0,5,11101,312,0.7795899080581369,1,11101,11413,11633
18349,m,22,14,2,8633,637,0.46511237148202544,1,8633,9270,8419
18350,m,27,12,5,11865,1103,0.5019187654228653,1,11865,12968,13375
18351,m,47,13,3,10097,821,0.01733176837112997,0,10097,10918,9961
18352,m,39,5,2,8263,1540,0.04792614373436288,0,8263,9803,8340
18353,f,38,15,10,14296,669,0.04203373596187892,0,14296,14965,14206
18354,f,26,10,9,14053,480,0.3756394806986589,0,14053,14533,13819
18355,f,24,15,7,12685,629,0.5623958199378308,1,12685,13314,13991
18356,f,21,10,1,7236,393,0.2845839653599283,0,7236,7629,6686
18357,m,38,12,8,14883,495,0.019043461871141594,0,14883,15378,15417
18358,f,40,7,5,12136,1321,0.06764701345399762,0,12136,13457,11719
18359,m,39,2,6,11841,1491,0.0809238954133421,0,11841,13332,11579
18360,f,18,7,6,9739,334,0.6487618874238766,1,9739,10073,10028
18361,m,22,11,5,10551,691,0.7226094093500633,1,10551,11242,11655
18362,m,51,8,4,9572,408,0.01334981022737306,0,9572,9980,9743
18363,f,37,5,3,9388,1914,0.08024961526526464,0,9388,11302,9529
18364,f,41,8,3,10278,1593,0.023615989060622344,0,10278,11871,10567
18365,m,29,6,3,9920,1601,0.3602660713419997,0,9920,11521,9920
18366,f,39,10,5,13496,908,0.03604443240966455,1,13496,14404,15468
18367,m,26,18,9,14582,372,0.2952538735481854,1,14582,14954,15098
18368,m,36,20,5,13515,989,0.11696008437690503,0,13515,14504,13391
18369,m,29,7,5,12252,1199,0.38607346506910845,0,12252,13451,11906
18370,f,29,10,4,11759,1340,0.41033812895987093,0,11759,13099,11998
18371,m,30,0,5,11323,1548,0.37934454792046474,1,11323,12871,12827
18372,f,18,9,7,11421,298,0.7321557476427166,1,11421,11719,11415
18373,f,18,4,4,9724,334,0.6361175344930438,1,9724,10058,9998
18374,f,42,10,12,16106,182,0.008694948052778708,0,16106,16288,15222
18375,m,36,0,4,10406,1966,0.08925648566279165,0,10406,12372,10831
18376,f,36,6,4,10070,1986,0.07753551132362609,0,10070,12056,10874
18377,m,18,0,5,11330,303,0.732835779151062,1,11330,11633,12147
18378,m,25,7,6,11263,983,0.5899198590210795,1,11263,12246,11805
18379,m,41,22,2,7567,1161,0.0,0,7567,8728,7110
18380,m,18,3,7,11378,300,0.7465603093585313,1,11378,11678,11561
18381,m,23,2,4,10268,818,0.6611948367163943,1,10268,11086,11625
18382,f,18,8,2,7186,218,0.31109829154142365,0,7186,7404,7147
18383,m,36,3,7,13026,1183,0.10173648950591609,0,13026,14209,14153
18384,f,23,15,6,12593,561,0.6134994790842263,1,12593,13154,12571
18385,m,42,3,5,12336,1083,0.0280741810305839,0,12336,13419,11662
18386,f,32,0,4,10289,1881,0.2584862379054235,0,10289,12170,10097
18387,f,34,12,4,9761,1982,0.11861417840293295,0,9761,11743,9913
18388,f,35,16,4,10437,1976,0.11127617403018052,0,10437,12413,10875
18389,m,45,10,6,13118,622,0.0,0,13118,13740,13150
18390,f,36,4,2,9720,1980,0.07062077680724428,0,9720,11700,10456
18391,m,41,11,7,13576,777,0.036861350121406,0,13576,14353,13000
18392,m,24,12,5,12446,674,0.5969547168455179,0,12446,13120,11785
18393,m,23,16,8,14935,209,0.3382124363496812,0,14935,15144,15367
18394,m,18,12,4,9693,334,0.6386826035915322,1,9693,10027,10180
18395,f,35,0,8,15192,439,0.054330472335432554,0,15192,15631,15676
18396,m,26,8,3,9475,1196,0.447121013397508,0,9475,10671,9593
18397,m,29,5,4,11700,1356,0.41449133397341176,1,11700,13056,12431
18398,m,30,7,3,10520,1685,0.2944493037151231,1,10520,12205,12827
18399,m,35,0,6,10749,1933,0.12228436450358832,1,10749,12682,13530
18400,f,24,5,3,8731,870,0.43194478483361076,0,8731,9601,9428
18401,m,33,1,5,10639,1903,0.17072795503806842,0,10639,12542,10395
18402,f,18,12,6,10098,335,0.6553783151510592,1,10098,10433,11068
18403,m,42,8,4,11783,1231,0.018859774636602197,0,11783,13014,11192
18404,m,18,11,6,13564,163,0.5254363839091815,1,13564,13727,13401
18405,m,19,14,4,9974,411,0.6705990183273153,1,9974,10385,9554
18406,m,37,6,8,14652,577,0.04674870098872743,0,14652,15229,15870
18407,m,36,10,6,13880,850,0.10078104721140234,0,13880,14730,14869
18408,f,36,13,3,10220,1980,0.08732637873019208,0,10220,12200,11064
18409,m,18,20,1,6605,179,0.24153058314947853,0,6605,6784,7350
18410,m,18,20,5,10734,325,0.7068579132439943,0,10734,11059,10803
18411,m,44,13,3,10517,1193,0.0,0,10517,11710,10963
18412,m,30,5,4,11607,1477,0.3763775178467086,1,11607,13084,13138
18413,f,36,24,2,9336,1943,0.10122748076363586,0,9336,11279,8599
18414,m,21,17,2,8684,544,0.5043305885352617,0,8684,9228,8823
18415,f,30,16,7,13034,1017,0.3225927311727057,1,13034,14051,14765
18416,m,18,18,3,7756,255,0.37321971550560873,1,7756,8011,7620
18417,f,27,7,9,15003,330,0.2520876451876676,0,15003,15333,14837
18418,m,39,2,6,11415,1613,0.06764722122263214,0,11415,13028,11300
18419,f,18,9,5,11512,294,0.6948091405244707,1,11512,11806,11692
18420,m,52,13,3,10482,331,0.0,0,10482,10813,10689
18421,m,18,9,3,8164,280,0.42443352397442313,1,8164,8444,9514
18422,m,24,5,6,11565,822,0.6759537228410961,1,11565,12387,12137
18423,m,27,23,4,12604,916,0.46319436056801033,1,12604,13520,13000
18424,m,51,16,8,13609,197,0.0,0,13609,13806,13575
18425,m,28,8,4,9642,1469,0.40269480879457,1,9642,11111,11492
18426,m,36,27,3,10754,1921,0.09393614277075019,0,10754,12675,11228
18427,f,18,0,5,10260,334,0.7078725258827032,0,10260,10594,10227
18428,m,25,4,6,10440,1065,0.5890553738016668,1,10440,11505,11444
18429,m,30,16,7,13548,841,0.22621488480123705,0,13548,14389,13306
18430,f,18,15,9,12803,215,0.5763521112720609,0,12803,13018,12836
18431,m,18,1,8,13317,180,0.5286479318095159,0,13317,13497,12695
18432,f,24,13,5,10634,924,0.6465684600718058,1,10634,11558,11271
18433,m,35,6,4,11591,1728,0.12363621319397317,0,11591,13319,11267
18434,m,30,3,6,12558,1181,0.3417198701029716,0,12558,13739,11966
18435,f,37,16,7,10913,1857,0.09984025693394755,0,10913,12770,10456
18436,m,21,6,5,11520,522,0.7308437840155987,1,11520,12042,12357
18437,f,43,12,5,11549,1173,0.016981071799916463,0,11549,12722,11293
18438,m,37,1,3,11320,1763,0.1104282986534744,0,11320,13083,11224
18439,m,26,0,7,13263,664,0.4793229843743688,1,13263,13927,13029
18440,m,25,0,10,15343,217,0.24089705480927354,0,15343,15560,15505
18441,m,25,14,7,12216,815,0.57280357246266,0,12216,13031,11642
18442,m,21,5,5,10465,588,0.7260133845373301,1,10465,11053,11196
18443,m,25,6,5,11398,963,0.5914797599778453,0,11398,12361,11209
18444,f,29,6,5,11283,1455,0.3973221823839033,1,11283,12738,13084
18445,m,32,5,4,12088,1474,0.23287783306395282,0,12088,13562,11514
18446,m,38,10,6,12428,1352,0.04347759945202212,0,12428,13780,12898
18447,m,32,17,1,6282,888,0.07468346504161599,0,6282,7170,6642
18448,m,18,1,4,9383,329,0.6168350326592134,0,9383,9712,9290
18449,m,28,6,7,13869,635,0.2877291156014221,0,13869,14504,14143
18450,f,37,17,2,8782,1803,0.06841122372132105,0,8782,10585,8911
18451,m,49,2,4,10655,581,0.0,0,10655,11236,10009
18452,m,29,6,8,14635,478,0.20336751275855947,0,14635,15113,14381
18453,m,29,10,7,12219,1209,0.38839630045427975,1,12219,13428,12811
